
0	Header	[1]	00  .
55281	Data	[39]	32 2e 37 37 34 36 39 65 2d 30 32 2c 2d 34 2e 31 30 65 2d 30 31 2c 2d 31 2e 34 35 65 2b 30 30 2c 30 2c 35 35 32 30 30  2.77469e-02,-4.10e-01,-1.45e+00,0,55200
55381	Data	[39]	32 2e 35 38 36 39 32 65 2d 30 32 2c 2d 38 2e 35 37 65 2d 30 31 2c 2d 36 2e 37 36 65 2d 30 31 2c 30 2c 35 35 33 30 30  2.58692e-02,-8.57e-01,-6.76e-01,0,55300
55481	Data	[38]	32 2e 39 30 35 31 34 65 2d 30 32 2c 2d 31 2e 31 35 65 2b 30 30 2c 31 2e 38 39 65 2b 30 30 2c 30 2c 35 35 34 30 30  2.90514e-02,-1.15e+00,1.89e+00,0,55400
55585	Data	[38]	33 2e 32 36 38 33 33 65 2d 30 32 2c 2d 31 2e 31 35 65 2b 30 30 2c 34 2e 31 35 65 2b 30 30 2c 30 2c 35 35 35 30 30  3.26833e-02,-1.15e+00,4.15e+00,0,55500
55681	Data	[38]	33 2e 36 38 31 38 36 65 2d 30 32 2c 2d 31 2e 33 35 65 2b 30 30 2c 36 2e 32 33 65 2b 30 30 2c 30 2c 35 35 36 30 30  3.68186e-02,-1.35e+00,6.23e+00,0,55600
55781	Data	[38]	33 2e 33 38 32 36 39 65 2d 30 32 2c 2d 31 2e 35 35 65 2b 30 30 2c 36 2e 30 39 65 2b 30 30 2c 30 2c 35 35 37 30 30  3.38269e-02,-1.55e+00,6.09e+00,0,55700
55881	Data	[38]	32 2e 38 38 39 31 30 65 2d 30 32 2c 2d 31 2e 36 32 65 2b 30 30 2c 35 2e 31 35 65 2b 30 30 2c 30 2c 35 35 38 30 30  2.88910e-02,-1.62e+00,5.15e+00,0,55800
55981	Data	[38]	32 2e 34 34 37 33 31 65 2d 30 32 2c 2d 31 2e 37 35 65 2b 30 30 2c 34 2e 37 36 65 2b 30 30 2c 30 2c 35 35 39 30 30  2.44731e-02,-1.75e+00,4.76e+00,0,55900
56081	Data	[38]	32 2e 31 32 37 39 35 65 2d 30 32 2c 2d 32 2e 31 33 65 2b 30 30 2c 34 2e 38 37 65 2b 30 30 2c 30 2c 35 36 30 30 30  2.12795e-02,-2.13e+00,4.87e+00,0,56000
56181	Data	[38]	31 2e 38 39 31 39 30 65 2d 30 32 2c 2d 32 2e 30 37 65 2b 30 30 2c 34 2e 38 33 65 2b 30 30 2c 30 2c 35 36 31 30 30  1.89190e-02,-2.07e+00,4.83e+00,0,56100
56281	Data	[38]	31 2e 37 30 30 31 38 65 2d 30 32 2c 2d 31 2e 37 30 65 2b 30 30 2c 35 2e 31 30 65 2b 30 30 2c 30 2c 35 36 32 30 30  1.70018e-02,-1.70e+00,5.10e+00,0,56200
56381	Data	[38]	31 2e 34 39 39 35 30 65 2d 30 32 2c 2d 32 2e 34 30 65 2b 30 30 2c 35 2e 31 37 65 2b 30 30 2c 30 2c 35 36 33 30 30  1.49950e-02,-2.40e+00,5.17e+00,0,56300
56481	Data	[38]	31 2e 33 38 33 30 33 65 2d 30 32 2c 2d 31 2e 38 33 65 2b 30 30 2c 35 2e 33 32 65 2b 30 30 2c 30 2c 35 36 34 30 30  1.38303e-02,-1.83e+00,5.32e+00,0,56400
56581	Data	[38]	31 2e 32 34 35 38 39 65 2d 30 32 2c 2d 31 2e 37 39 65 2b 30 30 2c 35 2e 35 32 65 2b 30 30 2c 30 2c 35 36 35 30 30  1.24589e-02,-1.79e+00,5.52e+00,0,56500
56681	Data	[38]	31 2e 30 39 31 38 31 65 2d 30 32 2c 2d 32 2e 38 35 65 2b 30 30 2c 36 2e 34 32 65 2b 30 30 2c 30 2c 35 36 36 30 30  1.09181e-02,-2.85e+00,6.42e+00,0,56600
56781	Data	[38]	31 2e 30 31 33 32 39 65 2d 30 32 2c 2d 32 2e 33 31 65 2b 30 30 2c 37 2e 34 36 65 2b 30 30 2c 30 2c 35 36 37 30 30  1.01329e-02,-2.31e+00,7.46e+00,0,56700
56881	Data	[37]	38 2e 36 32 39 36 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 36 38 30 30  8.62967e-03,0.00e+00,0.00e+00,0,56800
56981	Data	[37]	37 2e 38 39 39 37 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 36 39 30 30  7.89975e-03,0.00e+00,0.00e+00,0,56900
57080	Data	[37]	37 2e 34 34 32 37 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 30 30 30  7.44275e-03,0.00e+00,0.00e+00,0,57000
57181	Data	[37]	36 2e 38 34 37 35 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 31 30 30  6.84751e-03,0.00e+00,0.00e+00,0,57100
57281	Data	[37]	36 2e 36 31 35 38 38 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 32 30 30  6.61588e-03,0.00e+00,0.00e+00,0,57200
57381	Data	[37]	35 2e 38 34 36 36 33 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 33 30 30  5.84663e-03,0.00e+00,0.00e+00,0,57300
57481	Data	[37]	35 2e 36 33 33 33 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 34 30 30  5.63337e-03,0.00e+00,0.00e+00,0,57400
57581	Data	[37]	34 2e 38 31 35 32 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 35 30 30  4.81526e-03,0.00e+00,0.00e+00,0,57500
57681	Data	[37]	34 2e 37 38 38 35 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 36 30 30  4.78851e-03,0.00e+00,0.00e+00,0,57600
57781	Data	[37]	34 2e 34 36 33 33 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 37 30 30  4.46336e-03,0.00e+00,0.00e+00,0,57700
57881	Data	[37]	33 2e 31 37 31 36 38 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 38 30 30  3.17168e-03,0.00e+00,0.00e+00,0,57800
57981	Data	[37]	33 2e 35 35 36 34 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 37 39 30 30  3.55641e-03,0.00e+00,0.00e+00,0,57900
58080	Data	[37]	33 2e 33 35 33 36 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 30 30 30  3.35364e-03,0.00e+00,0.00e+00,0,58000
58187	Data	[37]	33 2e 30 30 31 39 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 31 30 30  3.00191e-03,0.00e+00,0.00e+00,0,58100
58284	Data	[37]	33 2e 32 39 35 39 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 32 30 30  3.29592e-03,0.00e+00,0.00e+00,0,58200
58381	Data	[37]	32 2e 37 31 38 32 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 33 30 30  2.71821e-03,0.00e+00,0.00e+00,0,58300
58481	Data	[37]	32 2e 37 36 31 36 35 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 34 30 30  2.76165e-03,0.00e+00,0.00e+00,0,58400
58580	Data	[37]	32 2e 39 35 31 33 33 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 35 30 30  2.95133e-03,0.00e+00,0.00e+00,0,58500
58681	Data	[37]	32 2e 37 34 30 34 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 36 30 30  2.74047e-03,0.00e+00,0.00e+00,0,58600
58781	Data	[37]	32 2e 35 36 36 38 30 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 37 30 30  2.56680e-03,0.00e+00,0.00e+00,0,58700
58881	Data	[37]	31 2e 36 32 38 38 34 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 38 30 30  1.62884e-03,0.00e+00,0.00e+00,0,58800
58981	Data	[37]	31 2e 37 39 35 35 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 38 39 30 30  1.79552e-03,0.00e+00,0.00e+00,0,58900
59080	Data	[37]	31 2e 36 37 31 34 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 30 30 30  1.67141e-03,0.00e+00,0.00e+00,0,59000
59180	Data	[37]	31 2e 31 34 31 33 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 31 30 30  1.14137e-03,0.00e+00,0.00e+00,0,59100
59281	Data	[37]	31 2e 37 38 31 36 32 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 32 30 30  1.78162e-03,0.00e+00,0.00e+00,0,59200
59380	Data	[37]	31 2e 33 39 38 38 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 33 30 30  1.39889e-03,0.00e+00,0.00e+00,0,59300
59480	Data	[37]	32 2e 33 30 39 38 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 34 30 30  2.30989e-03,0.00e+00,0.00e+00,0,59400
59580	Data	[37]	31 2e 36 30 36 33 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 35 30 30  1.60636e-03,0.00e+00,0.00e+00,0,59500
59680	Data	[37]	31 2e 35 33 31 34 37 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 36 30 30  1.53147e-03,0.00e+00,0.00e+00,0,59600
59780	Data	[37]	31 2e 35 36 37 30 38 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 37 30 30  1.56708e-03,0.00e+00,0.00e+00,0,59700
59881	Data	[37]	35 2e 34 30 38 32 38 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 38 30 30  5.40828e-04,0.00e+00,0.00e+00,0,59800
59980	Data	[37]	37 2e 38 37 39 39 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 35 39 39 30 30  7.87992e-04,0.00e+00,0.00e+00,0,59900
60080	Data	[37]	31 2e 35 35 37 32 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 30 30 30  1.55729e-03,0.00e+00,0.00e+00,0,60000
60180	Data	[37]	37 2e 39 33 39 37 35 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 31 30 30  7.93975e-04,0.00e+00,0.00e+00,0,60100
60280	Data	[37]	31 2e 31 33 34 32 38 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 32 30 30  1.13428e-03,0.00e+00,0.00e+00,0,60200
60380	Data	[37]	37 2e 31 34 38 35 37 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 33 30 30  7.14857e-04,0.00e+00,0.00e+00,0,60300
60480	Data	[37]	31 2e 37 32 37 37 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 34 30 30  1.72776e-03,0.00e+00,0.00e+00,0,60400
60580	Data	[37]	31 2e 33 36 37 35 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 35 30 30  1.36756e-03,0.00e+00,0.00e+00,0,60500
60680	Data	[37]	36 2e 34 34 33 38 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 36 30 30  6.44382e-04,0.00e+00,0.00e+00,0,60600
60780	Data	[37]	31 2e 34 32 38 36 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 37 30 30  1.42869e-03,0.00e+00,0.00e+00,0,60700
60880	Data	[37]	34 2e 38 31 33 32 39 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 38 30 30  4.81329e-04,0.00e+00,0.00e+00,0,60800
60980	Data	[37]	39 2e 39 34 31 35 37 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 30 39 30 30  9.94157e-04,0.00e+00,0.00e+00,0,60900
61080	Data	[37]	38 2e 37 32 32 38 33 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 30 30 30  8.72283e-04,0.00e+00,0.00e+00,0,61000
61180	Data	[37]	38 2e 35 37 30 37 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 31 30 30  8.57072e-04,0.00e+00,0.00e+00,0,61100
61280	Data	[37]	39 2e 30 30 32 33 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 32 30 30  9.00232e-04,0.00e+00,0.00e+00,0,61200
61380	Data	[37]	36 2e 38 34 33 33 36 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 33 30 30  6.84336e-04,0.00e+00,0.00e+00,0,61300
61480	Data	[37]	36 2e 33 31 39 32 37 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 34 30 30  6.31927e-04,0.00e+00,0.00e+00,0,61400
61580	Data	[37]	36 2e 36 39 39 37 34 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 35 30 30  6.69974e-04,0.00e+00,0.00e+00,0,61500
61680	Data	[37]	39 2e 36 38 39 39 39 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 36 30 30  9.68999e-04,0.00e+00,0.00e+00,0,61600
61780	Data	[37]	33 2e 32 36 30 35 38 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 37 30 30  3.26058e-04,0.00e+00,0.00e+00,0,61700
61880	Data	[37]	34 2e 31 33 37 32 35 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 38 30 30  4.13725e-04,0.00e+00,0.00e+00,0,61800
61980	Data	[37]	38 2e 37 35 34 34 33 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 31 39 30 30  8.75443e-04,0.00e+00,0.00e+00,0,61900
62080	Data	[37]	39 2e 32 37 34 36 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 30 30 30  9.27462e-04,0.00e+00,0.00e+00,0,62000
62180	Data	[37]	31 2e 34 32 36 37 39 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 31 30 30  1.42679e-03,0.00e+00,0.00e+00,0,62100
62280	Data	[37]	35 2e 38 39 37 36 34 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 32 30 30  5.89764e-04,0.00e+00,0.00e+00,0,62200
62380	Data	[37]	36 2e 37 33 32 33 30 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 33 30 30  6.73230e-04,0.00e+00,0.00e+00,0,62300
62480	Data	[37]	35 2e 32 31 33 35 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 34 30 30  5.21352e-04,0.00e+00,0.00e+00,0,62400
62580	Data	[37]	31 2e 31 38 36 35 36 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 35 30 30  1.18656e-03,0.00e+00,0.00e+00,0,62500
62680	Data	[37]	38 2e 30 30 31 30 34 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 36 30 30  8.00104e-04,0.00e+00,0.00e+00,0,62600
62780	Data	[37]	32 2e 38 32 35 39 34 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 37 30 30  2.82594e-04,0.00e+00,0.00e+00,0,62700
62880	Data	[37]	34 2e 33 37 31 36 32 65 2d 30 34 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 38 30 30  4.37162e-04,0.00e+00,0.00e+00,0,62800
62980	Data	[37]	31 2e 31 34 32 35 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 32 39 30 30  1.14251e-03,0.00e+00,0.00e+00,0,62900
63079	Data	[37]	31 2e 30 32 34 35 31 65 2d 30 33 2c 30 2e 30 30 65 2b 30 30 2c 30 2e 30 30 65 2b 30 30 2c 30 2c 36 33 30 30 30  1.02451e-03,0.00e+00,0.00e+00,0,63000
63080	Command	[5]	ABORT
63080	Data	[1]	8a  .
63445	Command	[17]	SYST:COMM:HAND ON
63445	Command	[2]	OK
63445	Command	[27]	CONF:ITEM MEAS,POS,FLAG,TST
63446	Command	[2]	OK
63447	Remark	[14]	Elapsed: 63447
