Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.2184,0.016316896,2262700,0,0,1.18404E-07
0.218406,0.023151059,2262700,0,0,1.47976E-07
0.218413,0.019127829,2262710,0,0,6.68079E-08
0.218419,0.003141484,2262720,0,0,6.80577E-08
0.218426,0.016303575,2262720,0,0,1.04802E-07
0.218432,0.018630477,2262730,0,0,7.0991E-08
0.218438,0.005033201,2262740,0,0,6.45762E-08
0.218445,0.013417151,2262740,0,0,8.4726E-08
0.218451,0.014824837,2262750,0,0,1.13037E-07
0.218458,0.017471466,2262760,0,0,8.96418E-08
0.218464,0.012409124,2262760,0,0,9.80346E-08
0.21847,0.020269077,2262770,0,0,1.21694E-07
0.218477,0.01450067,2262770,0,0,9.44776E-08
0.218483,0.016991876,2262780,0,0,1.25875E-07
0.21849,0.018972406,2262790,0,0,1.06441E-07
0.218496,0.016507845,2262790,0,0,9.60896E-08
0.218502,0.01552202,2262800,0,0,1.16954E-07
0.218509,0.017893327,2262810,0,0,9.51571E-08
0.218515,0.013825691,2262810,0,0,9.58784E-08
0.218522,0.013568133,2262820,0,0,7.29227E-08
0.218528,0.010739438,2262830,0,0,5.23936E-08
0.218534,0.006725089,2262830,0,0,5.46913E-08
0.218541,0.008901008,2262840,0,0,6.58488E-08
0.218547,0.013048577,2262850,0,0,5.89966E-08
0.218554,0.003807581,2262850,0,0,6.10928E-08
0.21856,0.016556691,2262860,0,0,7.78918E-08
0.218566,0.009407243,2262870,0,0,6.74049E-08
0.218573,0.009851308,2262870,0,0,1.07693E-07
0.218579,0.026046364,2262880,0,0,1.38977E-07
0.218586,0.013661387,2262880,0,0,8.40998E-08
0.218592,0.014371892,2262890,0,0,8.00233E-08
0.218598,0.012302548,2262900,0,0,7.81913E-08
0.218605,0.010037815,2262900,0,0,6.77405E-08
0.218611,0.012542343,2262910,0,0,7.314E-08
0.218618,0.008354808,2262920,0,0,5.45784E-08
0.218624,0.009837986,2262920,0,0,7.02184E-08
0.21863,0.013568133,2262930,0,0,1.20668E-07
0.218637,0.020908531,2262930,0,0,1.08332E-07
0.218643,0.015202293,2262940,0,0,1.15368E-07
0.21865,0.017760109,2262950,0,0,8.5432E-08
0.218656,0.010717235,2262950,0,0,6.40103E-08
0.218662,0.010619541,2262960,0,0,8.14707E-08
0.218669,0.0126578,2262970,0,0,6.6728E-08
0.218675,0.009584869,2262970,0,0,8.63199E-08
0.218682,0.015077955,2262980,0,0,9.04811E-08
0.218688,0.015082396,2262990,0,0,9.18665E-08
0.218694,0.015539782,2262990,0,0,1.14607E-07
0.218701,0.017205026,2263000,0,0,8.17685E-08
0.218707,0.010051137,2263010,0,0,8.43926E-08
0.218714,0.014061046,2263010,0,0,1.18391E-07
0.21872,0.02540247,2263020,0,0,1.12409E-07
0.218726,0.012067193,2263020,0,0,8.48434E-08
0.218733,0.012173769,2263030,0,0,8.12356E-08
0.218739,0.014904769,2263040,0,0,1.05484E-07
0.218746,0.015233378,2263040,0,0,8.26877E-08
0.218752,0.012329192,2263050,0,0,6.5902E-08
0.218758,0.009638157,2263060,0,0,7.58444E-08
0.218765,0.012031668,2263060,0,0,7.42682E-08
0.218771,0.01272441,2263070,0,0,7.54092E-08
0.218778,0.008821077,2263080,0,0,5.37657E-08
0.218784,0.009100838,2263080,0,0,7.01784E-08
0.21879,0.01429196,2263090,0,0,1.05919E-07
0.218797,0.015970526,2263090,0,0,9.53835E-08
0.218803,0.015823985,2263100,0,0,9.08738E-08
0.21881,0.010139951,2263110,0,0,8.87359E-08
0.218816,0.019438675,2263120,0,0,9.56366E-08
0.218822,0.012440207,2263120,0,0,1.02593E-07
0.218829,0.016871978,2263130,0,0,6.88862E-08
0.218835,0.006090076,2263130,0,0,6.65967E-08
0.218842,0.012937561,2263140,0,0,1.01818E-07
0.218848,0.021001784,2263150,0,0,1.06534E-07
0.218854,0.014509551,2263150,0,0,7.32955E-08
0.218861,0.006432006,2263160,0,0,6.02269E-08
0.218867,0.013643624,2263170,0,0,9.4091E-08
0.218874,0.013239525,2263170,0,0,9.62628E-08
0.21888,0.018848067,2263180,0,0,1.05508E-07
0.218886,0.016321337,2263180,0,0,1.03758E-07
0.218893,0.013323897,2263190,0,0,9.51571E-08
0.218899,0.018395122,2263200,0,0,1.18539E-07
0.218906,0.015473173,2263200,0,0,6.29446E-08
0.218912,0.005508351,2263210,0,0,6.11861E-08
0.218918,0.014887007,2263220,0,0,8.28695E-08
0.218925,0.008789992,2263220,0,0,8.17685E-08
0.218931,0.018466173,2263230,0,0,1.22937E-07
0.218938,0.016658826,2263240,0,0,9.87806E-08
0.218944,0.016268048,2263240,0,0,9.65692E-08
0.21895,0.015921678,2263250,0,0,1.22642E-07
0.218957,0.019118948,2263250,0,0,9.58232E-08
0.218963,0.012822104,2263260,0,0,1.02437E-07
0.21897,0.016445676,2263270,0,0,1.08106E-07
0.218976,0.019589657,2263270,0,0,1.1927E-07
0.218982,0.020166941,2263280,0,0,1.17871E-07
0.218989,0.013510405,2263290,0,0,5.77224E-08
0.218995,0.005730383,2263290,0,0,6.30842E-08
0.219002,0.012293667,2263300,0,0,6.94324E-08
0.219008,0.010850455,2263310,0,0,7.48011E-08
0.219014,0.014083249,2263310,0,0,7.10418E-08
0.219021,0.006214414,2263320,0,0,5.15143E-08
0.219027,0.010957031,2263330,0,0,7.25494E-08
0.219034,0.009771376,2263330,0,0,7.65996E-08
0.21904,0.015761815,2263340,0,0,8.77634E-08
0.219046,0.013492642,2263340,0,0,1.10846E-07
0.219053,0.01817753,2263350,0,0,9.08407E-08
0.219059,0.012102718,2263360,0,0,1.12089E-07
0.219066,0.019922705,2263360,0,0,8.59649E-08
0.219072,0.008732264,2263370,0,0,8.0343E-08
0.219078,0.01804875,2263380,0,0,1.22005E-07
0.219085,0.016809808,2263380,0,0,8.35137E-08
0.219091,0.01102808,2263390,0,0,9.42775E-08
0.219098,0.015908357,2263400,0,0,8.89757E-08
0.219104,0.0137502,2263400,0,0,9.54901E-08
0.21911,0.018079836,2263410,0,0,1.37236E-07
0.219117,0.021130564,2263410,0,0,1.18071E-07
0.219123,0.018226376,2263420,0,0,9.55831E-08
0.21913,0.009083075,2263430,0,0,5.64435E-08
0.219136,0.00973141,2263430,0,0,8.20083E-08
0.219142,0.017604686,2263440,0,0,9.40599E-08
0.219149,0.009269582,2263450,0,0,8.79366E-08
0.219155,0.020042604,2263450,0,0,1.00494E-07
0.219162,0.008670094,2263460,0,0,5.60971E-08
0.219168,0.010028934,2263470,0,0,9.53969E-08
0.219174,0.021770017,2263470,0,0,1.30817E-07
0.219181,0.015606392,2263480,0,0,9.58098E-08
0.219187,0.016330218,2263490,0,0,9.83807E-08
0.219194,0.01177855,2263490,0,0,6.7887E-08
0.2192,0.010850455,2263500,0,0,8.47793E-08
0.219206,0.017409297,2263500,0,0,1.10768E-07
0.219213,0.014238671,2263510,0,0,8.5885E-08
0.219219,0.014389654,2263520,0,0,8.20768E-08
0.219226,0.009060872,2263520,0,0,5.83085E-08
0.219232,0.010375305,2263530,0,0,7.37487E-08
0.219238,0.014207587,2263540,0,0,1.08421E-07
0.219245,0.016769843,2263540,0,0,5.655E-08
0.219251,0.002080168,2263550,0,0,4.21021E-08
0.219258,0.009949002,2263560,0,0,7.07779E-08
0.219264,0.013643624,2263560,0,0,1.00286E-07
0.21927,0.019785045,2263570,0,0,1.23233E-07
0.219277,0.015424325,2263570,0,0,1.02084E-07
0.219283,0.018603832,2263580,0,0,1.09649E-07
0.21929,0.01272441,2263590,0,0,8.00766E-08
0.219296,0.013967792,2263590,0,0,1.00033E-07
0.219302,0.019376505,2263600,0,0,9.46972E-08
0.219309,0.007679829,2263610,0,0,7.4961E-08
0.219315,0.017307162,2263610,0,0,1.43795E-07
0.219322,0.023777191,2263620,0,0,9.74484E-08
0.219328,0.00870562,2263630,0,0,6.3957E-08
0.219334,0.012613393,2263630,0,0,8.42061E-08
0.219341,0.011445502,2263640,0,0,6.11461E-08
0.219347,0.008936534,2263650,0,0,8.02118E-08
0.219354,0.013981114,2263650,0,0,9.94201E-08
0.21936,0.019158913,2263660,0,0,8.35403E-08
0.219366,0.008687858,2263660,0,0,6.24625E-08
0.219373,0.009158567,2263670,0,0,8.40732E-08
0.219379,0.018865831,2263680,0,0,1.0396E-07
0.219386,0.010837132,2263680,0,0,1.00206E-07
0.219392,0.022564894,2263690,0,0,9.7222E-08
0.219398,0.009842427,2263700,0,0,9.2055E-08
0.219405,0.016458998,2263700,0,0,5.38723E-08
0.219411,0.001498442,2263710,0,0,5.07747E-08
0.219418,0.013008611,2263720,0,0,5.71628E-08
0.219424,0.006045669,2263720,0,0,6.50494E-08
0.21943,0.015637476,2263730,0,0,1.07193E-07
0.219437,0.014989141,2263730,0,0,9.42512E-08
0.219443,0.016427914,2263740,0,0,1.16177E-07
0.21945,0.016765403,2263750,0,0,8.21415E-08
0.219456,0.0106151,2263750,0,0,8.56319E-08
0.219462,0.017928854,2263760,0,0,1.00774E-07
0.219469,0.010863776,2263770,0,0,6.98587E-08
0.219475,0.012422445,2263770,0,0,1.24865E-07
0.219482,0.023253195,2263780,0,0,1.05268E-07
0.219488,0.011836279,2263790,0,0,8.41132E-08
0.219494,0.01620144,2263790,0,0,9.90024E-08
0.219501,0.012084955,2263800,0,0,7.5334E-08
0.219507,0.013026373,2263810,0,0,9.7215E-08
0.219514,0.014749346,2263810,0,0,9.48773E-08
0.21952,0.016876418,2263820,0,0,8.83096E-08
0.219526,0.012560105,2263820,0,0,9.92977E-08
0.219533,0.015810663,2263830,0,0,9.66758E-08
0.219539,0.01641459,2263840,0,0,9.6298E-08
0.219546,0.011099131,2263840,0,0,9.3705E-08
0.219552,0.020135857,2263850,0,0,9.5277E-08
0.219558,0.011623128,2263860,0,0,6.02399E-08
0.219565,0.005588282,2263860,0,0,5.35659E-08
0.219571,0.012267022,2263870,0,0,7.0016E-08
0.219578,0.007737558,2263880,0,0,6.07464E-08
0.219584,0.012511258,2263880,0,0,9.55434E-08
0.21959,0.01933654,2263890,0,0,1.14203E-07
0.219597,0.013292813,2263890,0,0,8.92821E-08
0.219603,0.016467879,2263900,0,0,1.15508E-07
0.21961,0.016534489,2263910,0,0,9.33719E-08
0.219616,0.014589483,2263910,0,0,7.64664E-08
0.219622,0.010899302,2263920,0,0,6.71407E-08
0.219629,0.008283758,2263930,0,0,6.44366E-08
0.219635,0.013195119,2263930,0,0,6.09704E-08
0.219642,0.004225003,2263940,0,0,5.95075E-08
0.219648,0.015610833,2263950,0,0,7.34423E-08
0.219654,0.008869924,2263950,0,0,8.34756E-08
0.219661,0.01498026,2263960,0,0,7.17237E-08
0.219667,0.008927653,2263970,0,0,9.97173E-08
0.219674,0.019563014,2263970,0,0,8.8989E-08
0.21968,0.010099985,2263980,0,0,6.24916E-08
0.219686,0.010730557,2263980,0,0,7.74452E-08
0.219693,0.011396655,2263990,0,0,7.8025E-08
0.219699,0.014611687,2264000,0,0,9.793E-08
0.219706,0.013368304,2264000,0,0,6.00804E-08
0.219712,0.00665848,2264010,0,0,8.29408E-08
0.219718,0.020988462,2264020,0,0,1.20948E-07
0.219725,0.013568133,2264020,0,0,5.86815E-08
0.219731,0.005992382,2264030,0,0,4.97178E-08
0.219738,0.008212708,2264040,0,0,5.25401E-08
0.219744,0.009300667,2264040,0,0,6.85131E-08
0.21975,0.013537048,2264050,0,0,1.34719E-07
0.219757,0.024953963,2264050,0,0,1.04376E-07
0.219763,0.009837986,2264060,0,0,7.00316E-08
0.21977,0.010171034,2264070,0,0,8.3114E-08
0.219776,0.017533636,2264070,0,0,7.608E-08
0.219782,0.007826371,2264080,0,0,7.59687E-08
0.219789,0.013878979,2264090,0,0,6.10262E-08
0.219795,0.006463091,2264090,0,0,7.32022E-08
0.219802,0.014451823,2264100,0,0,8.2288E-08
0.219808,0.012977527,2264110,0,0,6.67014E-08
0.219814,0.00925626,2264110,0,0,6.13745E-08
0.219821,0.008279317,2264120,0,0,7.01517E-08
0.219827,0.015104598,2264130,0,0,9.55831E-08
0.219834,0.012204853,2264130,0,0,4.2482E-08
0.21984,0.00195583,2264140,0,0,2.19796E-08
0.219846,0.00537069,2264140,0,0,7.82068E-08
0.219853,0.016974114,2264150,0,0,7.90641E-08
0.219859,0.009380599,2264160,0,0,4.81325E-08
0.219866,0.004371544,2264160,0,0,5.05685E-08
0.219872,0.012484614,2264170,0,0,9.21596E-08
0.219878,0.018235259,2264180,0,0,1.20762E-07
0.219885,0.016268048,2264180,0,0,8.60315E-08
0.219891,0.012409124,2264190,0,0,8.7268E-08
0.219898,0.012524581,2264200,0,0,5.52445E-08
0.219904,0.005890247,2264200,0,0,6.85664E-08
0.21991,0.016965231,2264210,0,0,9.02987E-08
0.219917,0.008834398,2264210,0,0,5.9281E-08
0.219923,0.010925946,2264220,0,0,1.02655E-07
0.21993,0.018404003,2264230,0,0,9.21197E-08
0.219936,0.012302548,2264230,0,0,7.8025E-08
0.219942,0.013705794,2264240,0,0,1.0654E-07
0.219949,0.016734317,2264250,0,0,1.20575E-07
0.219955,0.023457464,2264250,0,0,1.04675E-07
0.219962,0.006449769,2264260,0,0,4.6492E-08
0.219968,0.00904755,2264270,0,0,3.93514E-08
0.219974,0.00406958,2264270,0,0,3.06474E-08
0.219981,0.00468683,2264280,0,0,5.01289E-08
0.219987,0.012022787,2264290,0,0,9.59872E-08
0.219994,0.015402122,2264290,0,0,8.47793E-08
0.22,0.012857629,2264300,0,0,6.79003E-08
0.220006,0.009775816,2264300,0,0,1.01722E-07
0.220013,0.019287692,2264310,0,0,8.2701E-08
0.220019,0.008279317,2264320,0,0,8.44859E-08
0.220026,0.015859509,2264320,0,0,9.5197E-08
0.220032,0.015872831,2264330,0,0,8.64312E-08
0.220038,0.012937561,2264340,0,0,5.73646E-08
0.220045,0.003452329,2264340,0,0,4.66651E-08
0.220051,0.012102718,2264350,0,0,8.75944E-08
0.220058,0.012924239,2264360,0,0,9.31321E-08
0.220064,0.018119801,2264360,0,0,1.13874E-07
0.22007,0.019838333,2264370,0,0,1.49111E-07
0.220077,0.022764722,2264370,0,0,1.27356E-07
0.220083,0.019687351,2264380,0,0,1.34423E-07
0.22009,0.018719289,2264390,0,0,7.78918E-08
0.220096,0.007244646,2264390,0,0,7.01517E-08
0.220102,0.016139271,2264400,0,0,1.21072E-07
0.220109,0.018452849,2264410,0,0,7.64264E-08
0.220115,0.007022613,2264410,0,0,7.4974E-08
0.220122,0.014398535,2264420,0,0,8.96684E-08
0.220128,0.015490935,2264430,0,0,9.82078E-08
0.220134,0.017244993,2264430,0,0,1.0539E-07
0.220141,0.01286651,2264440,0,0,7.26962E-08
0.220147,0.01136557,2264450,0,0,8.30249E-08
0.220154,0.012355835,2264450,0,0,6.84865E-08
0.22016,0.010472999,2264460,0,0,7.14173E-08
0.220166,0.013332779,2264460,0,0,1.04333E-07
0.220173,0.01647676,2264470,0,0,1.07999E-07
0.220179,0.019523047,2264480,0,0,1.13674E-07
0.220186,0.012955323,2264480,0,0,1.01338E-07
0.220192,0.020824159,2264490,0,0,9.35984E-08
0.220198,0.010375305,2264500,0,0,7.05445E-08
0.220205,0.009780257,2264500,0,0,6.43567E-08
0.220211,0.011671975,2264510,0,0,9.56142E-08
0.220218,0.015646359,2264520,0,0,1.18417E-07
0.220224,0.023826038,2264520,0,0,1.29315E-07
0.22023,0.019278811,2264530,0,0,1.22891E-07
0.220237,0.015832866,2264530,0,0,8.15287E-08
0.220243,0.011343366,2264540,0,0,9.65622E-08
0.22025,0.016245846,2264550,0,0,9.82478E-08
0.220256,0.016503405,2264550,0,0,6.61951E-08
0.220262,0.005561639,2264560,0,0,7.95279E-08
0.220269,0.017160621,2264570,0,0,8.79499E-08
0.220275,0.012156006,2264570,0,0,1.17575E-07
0.220282,0.021436967,2264580,0,0,1.09185E-07
0.220288,0.014958058,2264590,0,0,6.20254E-08
0.220294,0.005717061,2264590,0,0,8.06625E-08
0.220301,0.017329365,2264600,0,0,7.70259E-08
0.220307,0.008345927,2264610,0,0,7.32488E-08
0.220314,0.012582309,2264610,0,0,9.43844E-08
0.22032,0.018879153,2264620,0,0,1.04496E-07
0.220326,0.015952762,2264620,0,0,1.04551E-07
0.220333,0.013918945,2264630,0,0,5.78423E-08
0.220339,0.005361809,2264640,0,0,4.23663E-08
0.220346,0.006742852,2264640,0,0,5.76691E-08
0.220352,0.012480173,2264650,0,0,4.64387E-08
0.220358,0.002999383,2264660,0,0,3.92889E-08
0.220365,0.00822603,2264660,0,0,4.60257E-08
0.220371,0.007115867,2264670,0,0,5.6572E-08
0.220378,0.00904755,2264680,0,0,7.06313E-08
0.220384,0.01449623,2264680,0,0,1.12889E-07
0.22039,0.023133297,2264690,0,0,1.52421E-07
0.220397,0.020415617,2264700,0,0,1.14727E-07
0.220403,0.017826717,2264700,0,0,1.27149E-07
0.22041,0.018501697,2264710,0,0,9.29589E-08
0.220416,0.012484614,2264710,0,0,7.16438E-08
0.220422,0.011396655,2264720,0,0,8.46569E-08
0.220429,0.012791019,2264730,0,0,8.1129E-08
0.220435,0.014251994,2264730,0,0,9.28943E-08
0.220442,0.012289225,2264740,0,0,6.43967E-08
0.220448,0.009176329,2264750,0,0,7.7612E-08
0.220454,0.016694352,2264750,0,0,1.13053E-07
0.220461,0.015606392,2264760,0,0,9.18266E-08
0.220467,0.015002464,2264770,0,0,1.20606E-07
0.220474,0.019456437,2264770,0,0,1.05628E-07
0.22048,0.015752934,2264780,0,0,1.04389E-07
0.220486,0.019043457,2264780,0,0,1.18617E-07
0.220493,0.014847041,2264790,0,0,9.45309E-08
0.220499,0.016663268,2264800,0,0,9.29564E-08
0.220506,0.009895714,2264800,0,0,7.69593E-08
0.220512,0.015757374,2264810,0,0,9.8341E-08
0.220518,0.01702296,2264820,0,0,1.11654E-07
0.220525,0.014878126,2264820,0,0,6.20387E-08
0.220531,0.005801434,2264830,0,0,5.22978E-08
0.220538,0.009140803,2264840,0,0,7.10443E-08
0.220544,0.014540636,2264840,0,0,1.0327E-07
0.22055,0.01988274,2264850,0,0,1.05996E-07
0.220557,0.010401948,2264850,0,0,6.32909E-08
0.220563,0.010695032,2264860,0,0,9.18374E-08
0.22057,0.015544224,2264870,0,0,9.02279E-08
0.220576,0.014531755,2264870,0,0,7.79984E-08
0.220582,0.011467705,2264880,0,0,8.45481E-08
0.220589,0.012688885,2264890,0,0,7.66795E-08
0.220595,0.012870951,2264890,0,0,1.07084E-07
0.220602,0.017724583,2264900,0,0,1.1165E-07
0.220608,0.019491963,2264910,0,0,1.21002E-07
0.220614,0.020841921,2264910,0,0,1.30242E-07
0.220621,0.016370185,2264920,0,0,9.11871E-08
0.220627,0.014025521,2264930,0,0,9.83962E-08
0.220634,0.014087689,2264930,0,0,7.61599E-08
0.22064,0.01129896,2264940,0,0,6.14259E-08
0.220646,0.009176329,2264940,0,0,8.23411E-08
0.220653,0.014349688,2264950,0,0,8.76302E-08
0.220659,0.014860363,2264960,0,0,9.33761E-08
0.220666,0.011818516,2264960,0,0,8.04363E-08
0.220672,0.014993582,2264970,0,0,6.9912E-08
0.220678,0.008310402,2264980,0,0,8.1222E-08
0.220685,0.014895888,2264980,0,0,1.02604E-07
0.220691,0.019305455,2264990,0,0,1.117E-07
0.220698,0.012608953,2265000,0,0,9.32653E-08
0.220704,0.018479494,2265000,0,0,8.94819E-08
0.22071,0.011347807,2265010,0,0,9.65933E-08
0.220717,0.016250286,2265010,0,0,1.04203E-07
0.220723,0.018483935,2265020,0,0,1.10768E-07
0.22073,0.013164034,2265030,0,0,7.81316E-08
0.220736,0.012879833,2265030,0,0,7.18037E-08
0.220742,0.011054724,2265040,0,0,7.68235E-08
0.220749,0.010894861,2265050,0,0,4.67451E-08
0.220755,0.00468683,2265050,0,0,5.23445E-08
0.220762,0.010268729,2265060,0,0,8.40066E-08
0.220768,0.017733464,2265070,0,0,1.13008E-07
0.220774,0.019936027,2265070,0,0,1.13907E-07
0.220781,0.012608953,2265080,0,0,1.03816E-07
0.220787,0.021996491,2265090,0,0,1.34392E-07
0.220794,0.016401269,2265090,0,0,8.64978E-08
0.2208,0.012431326,2265100,0,0,7.15772E-08
0.220806,0.01142774,2265100,0,0,9.45418E-08
0.220813,0.015584189,2265110,0,0,9.57965E-08
0.220819,0.016347982,2265120,0,0,1.32045E-07
0.220826,0.02137924,2265120,0,0,1.02631E-07
0.220832,0.012830985,2265130,0,0,7.74389E-08
0.220838,0.012981967,2265140,0,0,9.20861E-08
0.220845,0.013328338,2265140,0,0,8.59516E-08
0.220851,0.015322191,2265150,0,0,1.17016E-07
0.220858,0.01811092,2265160,0,0,1.02018E-07
0.220864,0.015895035,2265160,0,0,7.90108E-08
0.22087,0.010441914,2265170,0,0,1.12073E-07
0.220877,0.021579068,2265170,0,0,1.17791E-07
0.220883,0.017684618,2265180,0,0,1.17482E-07
0.22089,0.015881713,2265190,0,0,7.77186E-08
0.220896,0.010024494,2265190,0,0,8.59383E-08
0.220902,0.018621596,2265200,0,0,1.31563E-07
0.220909,0.018967966,2265210,0,0,9.72752E-08
0.220915,0.013457117,2265210,0,0,8.53407E-08
0.220922,0.010925946,2265220,0,0,9.03212E-08
0.220928,0.019181117,2265230,0,0,1.03217E-07
0.220934,0.015224496,2265230,0,0,9.27078E-08
0.220941,0.011263435,2265240,0,0,5.88014E-08
0.220947,0.008337046,2265250,0,0,7.41658E-08
0.220954,0.012853188,2265250,0,0,6.97921E-08
0.22096,0.01041083,2265260,0,0,7.20435E-08
0.220966,0.013603658,2265260,0,0,1.08872E-07
0.220973,0.01750255,2265270,0,0,9.22395E-08
0.220979,0.013243966,2265280,0,0,7.14148E-08
0.220986,0.007160273,2265280,0,0,7.38819E-08
0.220992,0.017467026,2265290,0,0,1.0724E-07
0.220998,0.018279664,2265300,0,0,1.17544E-07
0.221005,0.015304428,2265300,0,0,9.12138E-08
0.221011,0.015100158,2265310,0,0,1.43065E-07
0.221018,0.025775485,2265320,0,0,1.23773E-07
0.221024,0.015482054,2265320,0,0,8.98549E-08
0.22103,0.014469585,2265330,0,0,9.06873E-08
0.221037,0.011441061,2265330,0,0,6.82734E-08
0.221043,0.011316723,2265340,0,0,9.02987E-08
0.22105,0.014482907,2265350,0,0,8.55786E-08
0.221056,0.014043283,2265350,0,0,1.07999E-07
0.221062,0.021956524,2265360,0,0,1.40733E-07
0.221069,0.018253021,2265370,0,0,8.5512E-08
0.221075,0.010250967,2265370,0,0,9.68731E-08
0.221082,0.017427059,2265380,0,0,9.14536E-08
0.221088,0.013057458,2265390,0,0,7.27895E-08
0.221094,0.011205707,2265390,0,0,7.50828E-08
0.221101,0.010246526,2265400,0,0,9.33586E-08
0.221107,0.020873005,2265410,0,0,1.15648E-07
0.221114,0.012169328,2265410,0,0,8.49524E-08
0.22112,0.016148152,2265420,0,0,1.13888E-07
0.221126,0.021814423,2265420,0,0,1.08949E-07
0.221133,0.009313989,2265430,0,0,7.71458E-08
0.221139,0.016401269,2265440,0,0,1.19503E-07
0.221146,0.017742345,2265440,0,0,1.14048E-07
0.221152,0.020273518,2265450,0,0,1.14354E-07
0.221158,0.017844481,2265460,0,0,1.08374E-07
0.221165,0.013119628,2265460,0,0,7.49477E-08
0.221171,0.011862923,2265470,0,0,1.21321E-07
0.221178,0.022800248,2265480,0,0,1.13648E-07
0.221184,0.015082396,2265480,0,0,1.10597E-07
0.22119,0.021783339,2265490,0,0,1.12213E-07
0.221197,0.01027761,2265500,0,0,6.70344E-08
0.221203,0.012067193,2265500,0,0,1.1428E-07
0.22121,0.020584363,2265510,0,0,1.07973E-07
0.221216,0.015406563,2265510,0,0,8.44595E-08
0.221222,0.012746613,2265520,0,0,8.22167E-08
0.221229,0.010743879,2265530,0,0,9.53436E-08
0.221235,0.021037308,2265530,0,0,1.30475E-07
0.221242,0.016241405,2265540,0,0,7.14307E-08
0.221248,0.007568813,2265550,0,0,5.3899E-08
0.221254,0.010397508,2265550,0,0,1.08514E-07
0.221261,0.020606566,2265560,0,0,1.10424E-07
0.221267,0.01620144,2265570,0,0,1.22829E-07
0.221274,0.018892474,2265570,0,0,1.06707E-07
0.22128,0.01667659,2265580,0,0,1.02857E-07
0.221286,0.017609127,2265580,0,0,1.03292E-07
0.221293,0.011902889,2265590,0,0,8.7417E-08
0.221299,0.017236112,2265600,0,0,1.27756E-07
0.221306,0.01926549,2265600,0,0,9.92069E-08
0.221312,0.013803488,2265610,0,0,8.41265E-08
0.221318,0.014238671,2265620,0,0,1.06214E-07
0.221325,0.016108185,2265620,0,0,6.83133E-08
0.221331,0.00666292,2265630,0,0,9.4433E-08
0.221338,0.020317923,2265640,0,0,1.00113E-07
0.221344,0.013053018,2265640,0,0,8.99881E-08
0.22135,0.016943028,2265650,0,0,1.08545E-07
0.221357,0.014069927,2265650,0,0,7.93705E-08
0.221363,0.01238692,2265660,0,0,9.18374E-08
0.22137,0.013852335,2265670,0,0,7.73856E-08
0.221376,0.011942855,2265670,0,0,9.00548E-08
0.221382,0.018075395,2265680,0,0,1.28626E-07
0.221389,0.018674882,2265690,0,0,9.26792E-08
0.221395,0.012218175,2265690,0,0,8.33513E-08
0.221402,0.011596484,2265700,0,0,4.7198E-08
0.221408,0.004136189,2265710,0,0,5.71096E-08
0.221414,0.014900329,2265710,0,0,9.30808E-08
0.221421,0.011694178,2265720,0,0,6.21586E-08
0.221427,0.009025346,2265730,0,0,8.41595E-08
0.221434,0.015020226,2265730,0,0,1.08439E-07
0.22144,0.021126121,2265740,0,0,1.10797E-07
0.221446,0.015806222,2265740,0,0,1.10208E-07
0.221453,0.015681883,2265750,0,0,8.85494E-08
0.221459,0.013834572,2265760,0,0,1.12804E-07
0.221466,0.018395122,2265760,0,0,1.03137E-07
0.221472,0.015983848,2265770,0,0,9.67823E-08
0.221478,0.016276931,2265780,0,0,1.14063E-07
0.221485,0.016312456,2265780,0,0,1.00539E-07
0.221491,0.017200585,2265790,0,0,1.25751E-07
0.221498,0.018728171,2265800,0,0,9.12271E-08
0.221504,0.011680856,2265800,0,0,9.82877E-08
0.22151,0.021081716,2265810,0,0,1.35138E-07
0.221517,0.017529195,2265810,0,0,1.09158E-07
0.221523,0.01885695,2265820,0,0,1.03292E-07
0.22153,0.010655066,2265830,0,0,8.71772E-08
0.221536,0.018404003,2265830,0,0,9.80879E-08
0.221542,0.01429196,2265840,0,0,9.4806E-08
0.221549,0.012795459,2265850,0,0,7.39352E-08
0.221555,0.011849601,2265850,0,0,9.25057E-08
0.221562,0.014580602,2265860,0,0,8.1915E-08
0.221568,0.01272441,2265870,0,0,9.40513E-08
0.221574,0.018626036,2265870,0,0,1.10535E-07
0.221581,0.012955323,2265880,0,0,8.15154E-08
0.221587,0.014216469,2265890,0,0,8.76721E-08
0.221594,0.010832692,2265890,0,0,5.63635E-08
0.2216,0.00795515,2265900,0,0,6.98986E-08
0.221606,0.015344393,2265900,0,0,1.16146E-07
0.221613,0.017840041,2265910,0,0,9.2053E-08
0.221619,0.012844307,2265920,0,0,1.0682E-07
0.221626,0.017675735,2265920,0,0,7.32158E-08
0.221632,0.00672953,2265930,0,0,6.87663E-08
0.221638,0.016192559,2265940,0,0,1.02997E-07
0.221645,0.013235085,2265940,0,0,8.83495E-08
0.221651,0.016214762,2265950,0,0,1.0365E-07
0.221658,0.013399389,2265960,0,0,7.16705E-08
0.221664,0.010490762,2265960,0,0,8.66976E-08
0.22167,0.018408444,2265970,0,0,1.58016E-07
0.221677,0.026739106,2265970,0,0,1.11636E-07
0.221683,0.010472999,2265980,0,0,9.12934E-08
0.22169,0.015610833,2265990,0,0,1.03963E-07
