Meter S/N:," ""serial number""",,,,
Sensor, THERMO,SINGLE, 150W-HD,,
Date, 2/14/2014 11:57:03 AM,,,,
Timestamp, Measurement, Sequence, Flags, Flags (interpreted),
0.197824,0.010388627,2626120,0,0,2.72684E-08
0.19783,-0.001299168,2626130,32, NegativePower,3.77503E-08
0.197837,0.012084955,2626130,0,0,3.29302E-08
0.197843,-0.00110822,2626140,32, NegativePower,1.1375E-08
0.19785,0.004358222,2626150,0,0,2.32185E-08
0.197856,0.003381279,2626150,0,0,4.9516E-08
0.197862,0.013124068,2626160,0,0,8.40352E-08
0.197869,0.01088598,2626170,0,0,2.30586E-08
0.197875,-0.003199767,2626170,32, NegativePower,1.90373E-08
0.197882,0.00863901,2626180,0,0,4.58525E-08
0.197888,0.006645157,2626190,0,0,4.06703E-08
0.197894,0.006911597,2626190,0,0,3.18753E-08
0.197901,0.002195625,2626200,0,0,2.58296E-08
0.197907,0.006414243,2626210,0,0,2.55962E-08
0.197914,0.000898954,2626210,0,0,1.75167E-08
0.19792,0.004939947,2626220,0,0,3.23707E-08
0.197926,0.005850281,2626220,0,0,2.58915E-08
0.197933,0.00154729,2626230,0,0,3.24506E-08
0.197939,0.009269582,2626240,0,0,5.31371E-08
0.197946,0.00591245,2626250,0,0,7.19369E-08
0.197952,0.018066512,2626250,0,0,9.96199E-08
0.197958,0.015140124,2626260,0,0,7.75851E-08
0.197965,0.007027054,2626260,0,0,9.17466E-08
0.197971,0.023555158,2626270,0,0,1.14312E-07
0.197978,0.009105278,2626280,0,0,5.4685E-08
0.197984,0.009123041,2626280,0,0,5.80954E-08
0.19799,0.010242085,2626290,0,0,6.27889E-08
0.197997,0.007697592,2626290,0,0,4.79574E-08
0.198003,0.008288198,2626300,0,0,3.2528E-08
0.19801,0.00100553,2626310,0,0,4.63321E-08
0.198016,0.014438501,2626310,0,0,9.51571E-08
0.198022,0.017280517,2626320,0,0,6.89902E-08
0.198029,0.002430979,2626330,0,0,9.3237E-09
0.198035,0.000676922,2626330,0,0,7.69149E-09
0.198042,0.001520646,2626340,0,0,3.20776E-08
0.198048,0.009171888,2626350,0,0,6.39837E-08
0.198054,0.012156006,2626350,0,0,8.65841E-08
0.198061,0.012582309,2626360,0,0,6.23051E-08
0.198067,0.008186064,2626370,0,0,3.17043E-08
0.198074,0.00087231,2626370,0,0,1.66108E-08
0.19808,0.004664627,2626380,0,0,2.2246E-08
0.198086,0.002750706,2626380,0,0,6.65812E-08
0.198093,0.016272491,2626390,0,0,7.54406E-08
0.198099,0.008874364,2626400,0,0,3.68799E-08
0.198106,0.001662746,2626400,0,0,3.7886E-08
0.198112,0.010965912,2626410,0,0,6.29579E-08
0.198118,0.010020053,2626420,0,0,4.05012E-08
0.198125,0.00155173,2626420,0,0,4.02706E-08
0.198131,0.011871804,2626430,0,0,8.1968E-08
0.198138,0.011547637,2626440,0,0,7.27762E-08
0.198144,0.012711087,2626440,0,0,8.3527E-08
0.19815,0.015131243,2626450,0,0,9.9764E-08
0.198157,0.013372744,2626450,0,0,6.32643E-08
0.198163,0.007715355,2626460,0,0,3.13935E-08
0.19817,0.001254207,2626470,0,0,3.45555E-08
0.198176,0.010264289,2626470,0,0,8.1209E-08
0.198182,0.016805368,2626480,0,0,6.50425E-08
0.198189,0.001778203,2626490,0,0,3.65937E-08
0.198195,0.010419711,2626490,0,0,6.59129E-08
0.198202,0.008412537,2626500,0,0,4.34812E-08
0.198208,0.006081195,2626510,0,0,5.14744E-08
0.198214,0.011076928,2626510,0,0,4.46355E-08
0.198221,0.001676068,2626520,0,0,3.53282E-08
0.198227,0.010099985,2626530,0,0,6.80888E-08
0.198234,0.009353955,2626530,0,0,1.39065E-08
0.19824,-0.00471847,2626540,32, NegativePower,3.84671E-10
0.198246,0.004846693,2626540,0,0,5.56394E-08
0.198253,0.011050284,2626550,0,0,3.7846E-08
0.198259,0.001565052,2626560,0,0,5.05726E-08
0.198266,0.012884273,2626560,0,0,4.56926E-08
0.198272,0.002346607,2626570,0,0,4.3308E-08
0.198278,0.012089396,2626580,0,0,8.22944E-08
0.198285,0.011423298,2626580,0,0,6.73941E-08
0.198291,0.011041403,2626590,0,0,5.58415E-08
0.198298,0.004913304,2626600,0,0,5.31663E-08
0.198304,0.012808782,2626600,0,0,7.4175E-08
0.19831,0.011916211,2626610,0,0,6.31463E-08
0.198317,0.006125601,2626610,0,0,4.18426E-08
0.198323,0.007821931,2626620,0,0,7.02181E-08
0.19833,0.012240378,2626630,0,0,8.3074E-08
0.198336,0.015450969,2626630,0,0,6.74341E-08
0.198342,0.007027054,2626640,0,0,8.42994E-08
0.198349,0.017058486,2626650,0,0,8.42597E-08
0.198355,0.01102808,2626650,0,0,4.65627E-08
0.198362,0.002275556,2626660,0,0,3.71266E-08
0.198368,0.010099985,2626670,0,0,5.31663E-08
0.198374,0.007622101,2626670,0,0,5.36345E-08
0.198381,0.007702033,2626680,0,0,5.43786E-08
0.198387,0.010424152,2626690,0,0,5.94939E-08
0.198394,0.006574107,2626690,0,0,4.65852E-08
0.1984,0.008954296,2626700,0,0,3.86586E-08
0.198406,0.00393192,2626700,0,0,2.23012E-08
0.198413,0.00243986,2626710,0,0,2.43109E-08
0.198419,0.005663774,2626720,0,0,5.94317E-08
0.198426,0.011316723,2626720,0,0,5.39256E-08
0.198432,0.00665848,2626730,0,0,5.95075E-08
0.198438,0.013177356,2626740,0,0,9.93132E-08
0.198445,0.015197853,2626740,0,0,7.73722E-08
0.198451,0.010592896,2626750,0,0,6.5229E-08
0.198458,0.008043963,2626760,0,0,4.27485E-08
0.198464,0.006205533,2626760,0,0,4.61989E-08
0.19847,0.009194092,2626770,0,0,8.30249E-08
0.198477,0.014527314,2626770,0,0,8.52056E-08
0.198483,0.013874538,2626780,0,0,9.92821E-08
0.19849,0.014491789,2626790,0,0,7.49743E-08
0.198496,0.010499643,2626800,0,0,6.66214E-08
0.198502,0.011707501,2626800,0,0,8.28384E-08
0.198509,0.011960617,2626810,0,0,5.16342E-08
0.198515,0.005250793,2626810,0,0,2.99791E-08
0.198522,0.003314669,2626820,0,0,2.44974E-08
0.198528,0.004851134,2626830,0,0,5.20206E-08
0.198534,0.012489055,2626830,0,0,6.32396E-08
0.198541,0.005579401,2626840,0,0,1.85691E-08
0.198547,0.000610312,2626850,0,0,2.41352E-08
0.198554,0.006285465,2626850,0,0,4.43738E-08
0.19856,0.00850579,2626860,0,0,5.51645E-08
0.198566,0.009882392,2626860,0,0,7.78649E-08
0.198573,0.012364716,2626870,0,0,6.37172E-08
0.198579,0.008874364,2626880,0,0,4.47132E-08
0.198586,0.003900835,2626880,0,0,3.24107E-08
0.198592,0.006902715,2626890,0,0,4.02706E-08
0.198598,0.006520819,2626900,0,0,6.52446E-08
0.198605,0.012120481,2626900,0,0,6.99253E-08
0.198611,0.011187944,2626910,0,0,7.42435E-08
0.198618,0.010024494,2626920,0,0,4.78108E-08
0.198624,0.00591245,2626920,0,0,3.04523E-08
0.19863,0.004238324,2626930,0,0,4.05323E-08
0.198637,0.00734234,2626940,0,0,5.44052E-08
0.198643,0.010792726,2626940,0,0,5.83127E-08
0.19865,0.005868043,2626950,0,0,2.96663E-08
0.198656,0.004020732,2626950,0,0,2.21661E-08
0.198662,0.003367957,2626960,0,0,1.44524E-08
0.198669,0.000761294,2626970,0,0,3.78327E-08
0.198675,0.011849601,2626970,0,0,8.15329E-08
0.198682,0.011445502,2626980,0,0,5.60305E-08
0.198688,0.007231324,2626990,0,0,3.53548E-08
0.198694,0.00455361,2626990,0,0,3.64292E-08
0.198701,0.005854722,2627000,0,0,5.01422E-08
0.198707,0.010859336,2627010,0,0,6.00845E-08
0.198714,0.006307668,2627010,0,0,3.64339E-08
0.19872,0.005836959,2627020,0,0,3.81524E-08
0.198726,0.006880512,2627020,0,0,5.77065E-08
0.198733,0.009607072,2627030,0,0,3.49152E-08
0.198739,0.00203132,2627040,0,0,3.31342E-08
0.198746,0.007435593,2627040,0,0,4.7571E-08
0.198752,0.008421418,2627050,0,0,5.59239E-08
0.198758,0.010219882,2627060,0,0,5.81728E-08
0.198765,0.006400922,2627060,0,0,4.15095E-08
0.198771,0.007435593,2627070,0,0,8.12997E-08
0.198778,0.015792899,2627080,0,0,6.42901E-08
0.198784,0.00563713,2627080,0,0,1.27741E-08
0.19879,-0.0013791,2627090,32, NegativePower,2.22391E-08
0.198797,0.007733117,2627090,0,0,6.22252E-08
0.198803,0.013008611,2627100,0,0,1.0253E-07
0.19881,0.016285812,2627110,0,0,7.35089E-08
0.198816,0.008217148,2627110,0,0,2.92267E-08
0.198822,0.001525086,2627120,0,0,3.73306E-08
0.198829,0.009140803,2627130,0,0,6.7181E-08
0.198835,0.013252847,2627130,0,0,7.97766E-08
0.198842,0.009540462,2627140,0,0,7.64397E-08
0.198848,0.015939441,2627150,0,0,7.3722E-08
0.198854,0.008634569,2627150,0,0,6.59906E-08
0.198861,0.010219882,2627160,0,0,6.30112E-08
0.198867,0.010783845,2627170,0,0,5.69916E-08
0.198874,0.00549947,2627170,0,0,5.32862E-08
0.19888,0.012262582,2627180,0,0,6.28247E-08
0.198886,0.008678976,2627180,0,0,6.89125E-08
0.198893,0.011010318,2627190,0,0,4.75444E-08
0.198899,0.004837812,2627200,0,0,6.86483E-08
0.198906,0.014775991,2627200,0,0,7.03782E-08
0.198912,0.008683417,2627210,0,0,3.01326E-08
0.198918,0.001360782,2627220,0,0,3.05231E-08
0.198925,0.007360103,2627220,0,0,4.03905E-08
0.198931,0.006103398,2627230,0,0,3.77036E-08
0.198938,0.004669067,2627240,0,0,4.08568E-08
0.198944,0.008949855,2627250,0,0,6.7141E-08
0.19895,0.013430473,2627250,0,0,7.36218E-08
0.198957,0.007604338,2627250,0,0,3.96045E-08
0.198963,0.005597164,2627260,0,0,6.14056E-08
0.19897,0.011947296,2627270,0,0,5.86682E-08
0.198976,0.007608779,2627270,0,0,4.36544E-08
0.198982,0.006942681,2627280,0,0,5.06503E-08
0.198989,0.007528847,2627290,0,0,4.46535E-08
0.198995,0.007355662,2627290,0,0,6.7436E-08
0.199002,0.01191177,2627300,0,0,5.00356E-08
0.199008,0.004766762,2627310,0,0,3.71932E-08
0.199014,0.007630982,2627310,0,0,6.59595E-08
0.199021,0.011214588,2627320,0,0,7.42816E-08
0.199027,0.01354593,2627330,0,0,7.44767E-08
0.199034,0.007733117,2627330,0,0,4.14563E-08
0.19904,0.006085635,2627340,0,0,3.67936E-08
0.199046,0.006178889,2627340,0,0,7.52538E-08
0.199053,0.015322191,2627350,0,0,5.52178E-08
0.199059,0.003083755,2627360,0,0,4.62674E-08
0.199066,0.01013551,2627360,0,0,6.80202E-08
0.199072,0.012537902,2627370,0,0,6.59687E-08
0.199078,0.009451649,2627380,0,0,8.66307E-08
0.199085,0.015299987,2627380,0,0,6.82867E-08
0.199091,0.007462237,2627390,0,0,6.54155E-08
0.199098,0.011227909,2627400,0,0,4.48134E-08
0.199104,0.003709887,2627400,0,0,2.68687E-08
0.19911,0.005246352,2627410,0,0,4.80859E-08
0.199117,0.008492469,2627410,0,0,6.38371E-08
0.199123,0.012786578,2627420,0,0,9.10136E-08
0.19913,0.013217322,2627430,0,0,7.4508E-08
0.199136,0.011618687,2627430,0,0,7.75854E-08
0.199142,0.014243112,2627440,0,0,7.07621E-08
0.199149,0.005974619,2627450,0,0,6.65681E-08
0.199155,0.016214762,2627450,0,0,8.91797E-08
0.199162,0.009265142,2627460,0,0,4.24554E-08
0.199168,0.004886659,2627470,0,0,5.1128E-08
0.199174,0.012156006,2627470,0,0,7.66681E-08
0.199181,0.009749173,2627480,0,0,6.17989E-08
0.199187,0.010850455,2627490,0,0,8.34912E-08
0.199194,0.013004171,2627490,0,0,5.16476E-08
0.1992,0.00421168,2627500,0,0,5.59239E-08
0.199206,0.01442962,2627500,0,0,9.97484E-08
0.199213,0.014069927,2627510,0,0,7.4961E-08
0.199219,0.010917064,2627520,0,0,7.29224E-08
0.199226,0.009917918,2627520,0,0,3.43557E-08
0.199232,0.001533968,2627530,0,0,4.87833E-08
0.199238,0.014727144,2627540,0,0,6.52135E-08
0.199245,0.003905275,2627540,0,0,4.74245E-08
0.199251,0.011902889,2627550,0,0,5.19714E-08
0.199258,0.002946095,2627560,0,0,5.32862E-08
0.199264,0.014815956,2627560,0,0,6.5156E-08
0.19927,0.006902715,2627570,0,0,4.05945E-08
0.199277,0.004695712,2627570,0,0,3.0439E-08
0.199283,0.005450622,2627580,0,0,1.90063E-08
0.19929,-2.03E-05,2627590,32, NegativePower,2.59095E-08
0.199296,0.008656773,2627590,0,0,4.85036E-08
0.199302,0.007511084,2627600,0,0,7.28136E-08
0.199309,0.013292813,2627610,0,0,6.69412E-08
0.199315,0.009020906,2627610,0,0,5.07747E-08
0.199322,0.005486147,2627620,0,0,2.95997E-08
0.199328,0.004380425,2627630,0,0,3.41292E-08
0.199334,0.006995969,2627630,0,0,4.05634E-08
0.199341,0.004593576,2627640,0,0,3.85787E-08
0.199347,0.008265995,2627650,0,0,5.80174E-08
0.199354,0.008310402,2627650,0,0,3.73398E-08
0.19936,0.004136189,2627660,0,0,6.42901E-08
0.199366,0.017293841,2627660,0,0,7.26738E-08
0.199373,0.003470092,2627670,0,0,4.65186E-08
0.199379,0.012036108,2627680,0,0,6.9472E-08
0.199386,0.007813049,2627680,0,0,5.82552E-08
0.199392,0.011605365,2627690,0,0,4.98624E-08
0.199398,0.005015438,2627700,0,0,3.47351E-08
0.199405,0.004908863,2627700,0,0,2.38047E-08
0.199411,0.003026027,2627710,0,0,3.92889E-08
0.199418,0.008199385,2627720,0,0,5.69364E-08
0.199424,0.010779404,2627720,0,0,4.73312E-08
0.19943,0.004997676,2627730,0,0,4.23974E-08
0.199437,0.007115867,2627730,0,0,3.1225E-08
0.199443,0.003292466,2627740,0,0,2.65443E-08
0.19945,0.004291612,2627750,0,0,2.12868E-08
0.199456,0.002803994,2627750,0,0,4.12165E-08
0.199462,0.010934827,2627760,0,0,5.82505E-08
0.199469,0.00570818,2627770,0,0,5.28199E-08
0.199475,0.011898449,2627770,0,0,9.60804E-08
0.199482,0.015553105,2627780,0,0,7.36288E-08
0.199488,0.008989821,2627790,0,0,5.12745E-08
0.199494,0.008101691,2627790,0,0,5.53907E-08
0.199501,0.007724236,2627800,0,0,4.40008E-08
0.199507,0.006942681,2627810,0,0,6.77935E-08
0.199514,0.012426886,2627810,0,0,5.93876E-08
0.19952,0.007368984,2627820,0,0,6.93258E-08
0.199526,0.015739612,2627820,0,0,9.43863E-08
0.199533,0.011227909,2627830,0,0,4.3761E-08
0.199539,0.003359075,2627840,0,0,5.54374E-08
0.199546,0.012480173,2627840,0,0,6.89128E-08
0.199552,0.010490762,2627850,0,0,5.28599E-08
0.199558,0.007129189,2627860,0,0,7.15392E-08
0.199565,0.013310576,2627860,0,0,6.441E-08
0.199571,0.00815942,2627870,0,0,3.91646E-08
0.199578,0.003030467,2627880,0,0,2.82542E-08
0.199584,0.0063876,2627880,0,0,2.75615E-08
0.19959,0.002799553,2627890,0,0,4.72777E-08
0.199597,0.010708353,2627900,0,0,6.14792E-08
0.199603,0.009784698,2627900,0,0,5.45359E-08
0.19961,0.005796993,2627910,0,0,5.28465E-08
0.199616,0.011818516,2627910,0,0,6.19987E-08
0.199622,0.008847721,2627920,0,0,4.34543E-08
0.199629,0.003567786,2627930,0,0,2.15E-08
0.199635,0.00359887,2627930,0,0,6.89436E-08
0.199642,0.016099304,2627940,0,0,5.74826E-08
0.199648,0.003061552,2627950,0,0,3.30235E-08
0.199654,0.007946269,2627950,0,0,5.24066E-08
0.199661,0.007027054,2627960,0,0,4.6452E-08
0.199667,0.008456944,2627970,0,0,8.11598E-08
0.199674,0.014731584,2627970,0,0,6.46231E-08
0.19968,0.006809461,2627980,0,0,4.19358E-08
0.199686,0.007169154,2627980,0,0,6.04264E-08
0.199693,0.010095544,2627990,0,0,4.04704E-08
0.199699,0.0033946,2628000,0,0,3.57142E-08
0.199706,0.006809461,2628000,0,0,5.62569E-08
0.199712,0.011942855,2628010,0,0,5.70696E-08
0.199718,0.007080341,2628020,0,0,6.25402E-08
0.199725,0.010788285,2628020,0,0,4.10832E-08
0.199731,0.002906129,2628030,0,0,4.46666E-08
0.199738,0.009855748,2628040,0,0,4.56793E-08
0.199744,0.00537069,2628040,0,0,2.97329E-08
0.19975,0.004540289,2628050,0,0,4.99509E-08
0.199757,0.00973141,2628050,0,0,5.61903E-08
0.199763,0.008998703,2628060,0,0,6.7234E-08
0.19977,0.010211,2628070,0,0,5.77623E-08
0.199776,0.00904311,2628070,0,0,5.43919E-08
0.199782,0.009087516,2628080,0,0,6.85861E-08
0.199789,0.010508524,2628090,0,0,6.9832E-08
0.199795,0.012768816,2628090,0,0,7.85487E-08
0.199802,0.009673682,2628100,0,0,5.28332E-08
0.199808,0.007937387,2628110,0,0,5.80687E-08
0.199814,0.011418858,2628110,0,0,2.09024E-08
0.199821,-0.005446737,2628120,32, NegativePower,-4.19808E-09
0.199827,0.004047376,2628130,0,0,5.55151E-08
0.199834,0.011814076,2628130,0,0,5.70296E-08
0.19984,0.007195798,2628140,0,0,5.17808E-08
0.199846,0.010064459,2628140,0,0,6.39235E-08
0.199853,0.008199385,2628150,0,0,5.97073E-08
0.199859,0.01170306,2628160,0,0,5.39298E-08
0.199866,0.003705446,2628160,0,0,5.36059E-08
0.199872,0.01416318,2628170,0,0,7.21101E-08
0.199878,0.009873511,2628180,0,0,7.04668E-08
0.199885,0.010259848,2628180,0,0,6.42501E-08
0.199891,0.01115686,2628190,0,0,5.9354E-08
0.199898,0.005801434,2628200,0,0,3.13715E-08
0.199904,0.004655746,2628200,0,0,4.38142E-08
0.19991,0.009949002,2628210,0,0,7.48963E-08
0.199917,0.011449942,2628220,0,0,6.1639E-08
0.199923,0.009096397,2628220,0,0,1.66594E-08
0.19993,-0.004336574,2628230,32, NegativePower,5.14061E-09
0.199936,0.00605011,2628230,0,0,3.64605E-08
0.199942,0.006103398,2628240,0,0,5.83282E-08
0.199949,0.010561812,2628250,0,0,4.34679E-08
0.199955,0.003927479,2628250,0,0,3.72995E-08
0.199962,0.00672953,2628260,0,0,4.04704E-08
0.199968,0.006760614,2628270,0,0,4.84236E-08
0.199974,0.009380599,2628270,0,0,4.01904E-08
0.199981,0.002102371,2628280,0,0,2.15799E-08
0.199987,0.00509093,2628290,0,0,6.25247E-08
0.199994,0.012773257,2628290,0,0,4.65319E-08
0.2,0.002737384,2628300,0,0,8.3512E-09
0.200006,4.63E-05,2628300,0,0,-2.97246E-10
0.200013,-0.000131277,2628310,32, NegativePower,1.55717E-08
0.200019,0.005321844,2628320,0,0,5.38521E-08
0.200026,0.010064459,2628320,0,0,4.27085E-08
0.200032,0.004171715,2628330,0,0,4.84903E-08
0.200038,0.011991702,2628340,0,0,6.63014E-08
0.200045,0.006951563,2628340,0,0,3.91382E-08
0.200051,0.006094517,2628350,0,0,1.61309E-08
0.200058,-0.001485675,2628360,32, NegativePower,2.94532E-08
0.200064,0.011303401,2628360,0,0,4.15495E-08
0.20007,0.002546436,2628370,0,0,1.28671E-08
0.200077,0.001129868,2628370,0,0,-1.21396E-09
0.200083,-0.001534523,2628380,32, NegativePower,2.98859E-08
0.20009,0.01007334,2628390,0,0,5.82819E-08
0.200096,0.009353955,2628390,0,0,5.75359E-08
0.200102,0.009824664,2628400,0,0,5.72092E-08
0.200109,0.006520819,2628410,0,0,2.5763E-08
0.200115,0.002066846,2628410,0,0,4.24907E-08
0.200122,0.01007334,2628420,0,0,5.33528E-08
0.200128,0.007710914,2628430,0,0,3.6727E-08
0.200134,0.004531407,2628430,0,0,4.84123E-08
0.200141,0.009300667,2628440,0,0,5.35526E-08
0.200147,0.008550197,2628450,0,0,4.11074E-08
0.200154,0.003194771,2628450,0,0,3.07454E-08
0.20016,0.007053697,2628460,0,0,5.67898E-08
0.200166,0.011876245,2628460,0,0,5.13498E-08
0.200173,0.002795113,2628470,0,0,3.36762E-08
0.200179,0.008430299,2628480,0,0,2.82384E-08
0.200186,-0.000362191,2628480,32, NegativePower,3.92581E-08
0.200192,0.013448236,2628490,0,0,6.09063E-08
0.200198,0.006853868,2628500,0,0,6.08772E-08
0.200205,0.010539609,2628500,0,0,7.28295E-08
0.200211,0.013736878,2628510,0,0,5.43183E-08
0.200218,0.001782644,2628520,0,0,1.93152E-08
0.200224,0.004655746,2628520,0,0,3.31167E-08
0.20023,0.006383159,2628530,0,0,3.9662E-08
0.200237,0.004948828,2628540,0,0,2.61227E-08
0.200243,0.003758734,2628540,0,0,2.10734E-08
0.20025,0.002262234,2628550,0,0,6.00937E-08
0.200256,0.01776899,2628550,0,0,4.72913E-08
0.200262,-0.002005232,2628560,32, NegativePower,2.78187E-08
0.200269,0.009953443,2628570,0,0,5.84551E-08
0.200275,0.009531581,2628570,0,0,6.55709E-08
0.200282,0.009202973,2628580,0,0,3.3543E-08
0.200288,0.001978033,2628590,0,0,1.47857E-08
0.200294,0.002950535,2628590,0,0,3.67711E-08
0.200301,0.007555491,2628600,0,0,4.19358E-08
0.200307,0.006423125,2628610,0,0,4.34543E-08
0.200314,0.005992382,2628610,0,0,2.77879E-08
0.20032,0.003270262,2628620,0,0,5.91328E-09
0.200326,-0.001299168,2628620,32, NegativePower,4.50532E-09
0.200333,0.002586402,2628630,0,0,2.61094E-08
0.200339,0.00611672,2628640,0,0,5.61057E-08
0.200346,0.009913477,2628640,0,0,4.19625E-08
0.200352,0.00407402,2628650,0,0,5.17408E-08
0.200358,0.013172915,2628660,0,0,8.67706E-08
0.200365,0.011618687,2628660,0,0,3.81124E-08
0.200371,0.001085462,2628670,0,0,5.3448E-08
0.200378,0.014185384,2628680,0,0,4.81705E-08
0.200384,0.001871457,2628680,0,0,3.64206E-08
0.20039,0.010268729,2628690,0,0,6.81199E-08
0.200397,0.009194092,2628690,0,0,5.21271E-08
0.200403,0.008181623,2628700,0,0,5.21113E-08
0.20041,0.006707327,2628710,0,0,2.8454E-08
0.200416,0.00277735,2628710,0,0,2.97729E-08
0.200422,0.007146951,2628720,0,0,4.71533E-08
0.200429,0.006325431,2628730,0,0,3.36496E-08
0.200435,0.0048911,2628730,0,0,3.60251E-08
0.200442,0.005401775,2628740,0,0,4.07635E-08
0.200448,0.008186064,2628750,0,0,5.02088E-08
0.200454,0.008550197,2628750,0,0,7.18966E-08
0.200461,0.011991702,2628760,0,0,5.70296E-08
0.200467,0.007018172,2628770,0,0,3.80145E-08
0.200474,0.003843106,2628770,0,0,4.27352E-08
0.20048,0.010401948,2628780,0,0,5.83885E-08
0.200486,0.009060872,2628780,0,0,5.94939E-08
0.200493,0.007937387,2628790,0,0,5.27932E-08
0.200499,0.009660359,2628800,0,0,6.39545E-08
0.200506,0.008612366,2628800,0,0,5.30064E-08
0.200512,0.009056431,2628810,0,0,7.97169E-08
0.200518,0.017515872,2628820,0,0,8.60557E-08
0.200525,0.00707146,2628820,0,0,4.55328E-08
0.200531,0.008106132,2628830,0,0,7.21453E-08
0.200538,0.012506817,2628840,0,0,6.7927E-08
0.200544,0.01013551,2628840,0,0,5.45651E-08
0.20055,0.008052844,2628850,0,0,6.42498E-08
0.200557,0.010304254,2628850,0,0,9.16933E-08
0.200563,0.020260194,2628860,0,0,1.03339E-07
0.20057,0.009265142,2628870,0,0,7.3722E-08
0.200576,0.015308869,2628870,0,0,8.49391E-08
0.200582,0.013004171,2628880,0,0,5.96027E-08
0.200589,0.004025173,2628890,0,0,2.98528E-08
0.200595,0.005925772,2628890,0,0,4.54126E-08
0.200602,0.007049257,2628900,0,0,3.03591E-08
0.200608,0.003070433,2628910,0,0,3.20376E-08
0.200614,0.007608779,2628910,0,0,4.97955E-08
0.200621,0.006618514,2628920,0,0,3.30501E-08
0.200627,0.004398188,2628930,0,0,2.63422E-08
0.200634,0.003128161,2628930,0,0,5.47382E-08
0.20064,0.015117921,2628940,0,0,5.78556E-08
0.200646,0.004167274,2628940,0,0,2.34047E-08
0.200653,0.002519792,2628950,0,0,3.17978E-08
0.200659,0.008079488,2628960,0,0,3.12691E-08
0.200666,0.000854548,2628960,0,0,2.03809E-08
0.200672,0.005939094,2628970,0,0,4.08301E-08
0.200678,0.007670948,2628980,0,0,6.19651E-08
0.200685,0.010033375,2628980,0,0,3.76195E-08
0.200691,0.00250647,2628990,0,0,1.04114E-08
0.200698,0.000468211,2629000,0,0,3.58078E-08
0.200704,0.011467705,2629000,0,0,6.45832E-08
0.20071,0.010060019,2629010,0,0,5.98825E-08
0.200717,0.007049257,2629010,0,0,3.86853E-08
0.200723,0.00584584,2629020,0,0,4.03924E-08
0.20073,0.005694858,2629030,0,0,4.05104E-08
0.200736,0.007808608,2629030,0,0,3.44223E-08
0.200742,0.00366548,2629040,0,0,5.91675E-08
0.200749,0.013239525,2629050,0,0,7.06447E-08
0.200755,0.010308695,2629050,0,0,6.72495E-08
0.200762,0.008905449,2629060,0,0,5.67365E-08
0.200768,0.01000673,2629070,0,0,6.22651E-08
0.200774,0.010748319,2629070,0,0,5.81262E-08
0.200781,0.005859162,2629080,0,0,4.36677E-08
0.200787,0.008696739,2629090,0,0,8.11443E-08
0.200794,0.014487348,2629090,0,0,6.92459E-08
0.2008,0.008594603,2629100,0,0,5.9281E-08
0.200806,0.011165741,2629100,0,0,5.09612E-08
0.200813,0.0033946,2629110,0,0,4.18426E-08
0.200819,0.010552931,2629120,0,0,7.78183E-08
0.200826,0.011680856,2629120,0,0,4.09234E-08
0.200832,0.00196027,2629130,0,0,3.88318E-08
0.200838,0.010983674,2629140,0,0,6.35815E-08
0.200845,0.007182476,2629140,0,0,5.50713E-08
0.200851,0.011174622,2629150,0,0,6.67832E-08
0.200858,0.007906303,2629160,0,0,5.06351E-08
0.200864,0.008972059,2629160,0,0,3.5528E-08
0.20087,0.002870604,2629170,0,0,5.1614E-08
0.200877,0.011876245,2629170,0,0,6.2052E-08
0.200883,0.008807755,2629180,0,0,5.75667E-08
0.20089,0.007639864,2629190,0,0,5.12879E-08
0.200896,0.00945609,2629190,0,0,5.89213E-08
0.200902,0.010184357,2629200,0,0,6.67522E-08
0.200909,0.008887687,2629210,0,0,6.0853E-08
0.200915,0.011396655,2629210,0,0,8.44237E-08
0.200922,0.01272441,2629220,0,0,8.13022E-08
0.200928,0.014376332,2629230,0,0,8.80565E-08
0.200934,0.01497582,2629230,0,0,6.85395E-08
0.200941,0.004606898,2629240,0,0,1.43994E-08
0.200947,0.000192891,2629250,0,0,3.37248E-08
0.200954,0.009442768,2629250,0,0,5.66566E-08
0.20096,0.009442768,2629260,0,0,5.39922E-08
0.200966,0.008554637,2629260,0,0,5.60124E-08
0.200973,0.007448915,2629270,0,0,3.73131E-08
0.200979,0.004988795,2629280,0,0,4.4076E-08
0.200986,0.007604338,2629280,0,0,3.37029E-08
0.200992,0.003629955,2629290,0,0,3.41159E-08
0.200998,0.007741998,2629300,0,0,7.94813E-08
